"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"2KHWUXIT","journalArticle","2006","Eiselt, B. Sunday; Ford, Richard I.","Analysis of Micaceous Clay Sources in the Northern Rio Grande","Transactions of the American Nuclear Society","","","","","","2006","2011-05-02 01:54:04","2011-05-02 01:55:11","","","","","101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2KNV2DVN","journalArticle","1994","Govindaraju, K.","1994 Compilation of Working Values and Sample Description for 383 Geostandards","Geostandards Newsletter","","","","","","1994","2015-10-08 15:04:12","2015-10-08 15:05:35","","","","","18 (special issue)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2PC8GUI4","book","1991","Gutierrez, Ramon A.","When Jesus Came, the Corn Mothers Went Away: Marriage, Sexuality and Power in New Mexico, 1500-1846","","","","","","","1991","2011-05-01 23:04:36","2014-02-10 13:12:18","","","","","","","","","","","","","Stanford University Press","Stanford","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2PVC5IT4","book","2004","Deloria, Philip Joseph","Indians in Unexpected Places","","0-7006-1344-7 978-0-7006-1344-1 0-7006-1459-1 978-0-7006-1459-2","","","Table of contents http://bvbr.bib-bvb.de:8991/F?func=service&doc_library=BVB01&doc_number=015003450&line_number=0001&func_code=DB_RECORDS&service_type=MEDIA","","2004","2015-08-19 15:20:37","2015-08-28 22:03:35","2015-08-19 15:20:37","","xii, 300","","","","","","","","","","University Press of Kansas","Lawrence, KS","English","","","","","WorldCat Discovery Service","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2PX86DR7","book","1941","Sayles, E. B; Antevs, Ernst","The Cochise Culture","","","","","","","1941","2014-09-17 15:56:30","2015-08-19 17:25:06","","","","","","","","","Medallion Papers","29","","","Privately printed for Gila Pueblo","Globe, AZ","English","","","","","Open WorldCat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2PZIGHWJ","book","1998","Cusick, James G.","Studies in Culture Contact: Interaction, Culture Change and Archaeology","","","","","","","1998","2011-05-01 23:04:36","2011-05-01 23:04:36","","","","","","","","","","","","","Center for Archaeological Investigations","Carbondale","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2Q58HS4J","bookSection","","Kottak, Conrad Phillip","Teaching Applied Anthropology","","","","","","","","2011-05-01 23:04:36","2011-05-01 23:04:36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2Q6TGPRE","bookSection","2004","Adams, Jenny L.","Ground Stone Analysis","Rio Nuevo Archaeology, 2000-2003: Investigations at the San Agustin Mission and MIssion Gardens, Tucson Presidio, Tucson Pressed Brick Company, and Clearwater Site","","","","","","2004","2015-08-21 16:49:09","2015-08-21 17:48:55","","9.1-9.32","","","","","","","","","","","Desert Archaeology, Inc. Submitted to the City of Tucson, AZ, Technical Report No. 2004-11. Copies available at www.archaeologysouthwest.org","Tucson, AZ","","","","","","","","","","","","","","Thiel, J. Homer; Mabry, Jonathan B.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2QWFSQH3","journalArticle","1999","Wilshusen, Richard H.; Ortman, Scott G.","Rethinking the Pueblo I Period in the San Juan Drainage: Aggregation, Migration, and Cultural Diversity","Kiva","","0023-1940","","http://www.jstor.org/stable/30246297","The Pueblo I period (A.D. 750-900) in the northern Southwest was a dramatic time that witnessed large-scale population movements and the formation of the first large pueblo villages. By A.D. 860, there may have been more than 10,000 people settled in villages north of the San Juan River in southwest Colorado and southeast Utah. The populations of these villages appear to have come from at least two distinct cultural backgrounds. By A.D. 890, the population of this region had declined by at least two-thirds. Migration of substantial village populations to the south must be considered in any explanation of developments in the subsequent Pueblo II period, including the Chaco phenomenon. /// En el norte del suroeste la etapa Pueblo I (750-900 D.C.) estaba un tiempo drámatico con emigración en gran escala y formación de los primeros pueblos verdaderos. Para 860 D.C. podría haber sido mas que 10,000 gente establecido en pueblos largos al norte del Río San Juan en el suroeste de Colorado y el sureste de Utah. Las poblaciónes de estos pueblos eran derívado de dos culturas distintas, como mínimo. Para 890 D.C. la población regional han disminuido por lo menos por dos tercios. La emigración hacia el sur de un parte substancial de la gente de estos pueblos debe considerado en algun explanación del desarollo del fenómeno Chaco en la etapa Pueblo II.","April 1, 1999","2015-03-26 17:57:28","2015-03-26 17:57:28","2015-03-26 17:57:28","369-399","","3","64","","Kiva","Rethinking the Pueblo I Period in the San Juan Drainage","","","","","","","","Copyright © 1999 Arizona Archaeological and Historical Society","","","","JSTOR","","","","","http://www.jstor.org/stable/pdfplus/10.2307/30246297.pdf?acceptTC=true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2S3VKINV","journalArticle","1984","Snow, David H.","Spanish American Pottery Manufacture in New Mexico: A Critical Review","Ethnohistory","","","","","","1984","2011-05-01 23:04:36","2011-05-01 23:04:36","","93-113","","2","31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2SMA99Z2","journalArticle","1989","Stayman, Douglas M.; Deshpande, Rohit","Situational Ethnicity and Consumer Behavior","Journal of Consumer Research","","0093-5301","10.2307/2489517","http://www.jstor.org/stable/2489517","The role of situational ethnicity in consumption behavior is examined, and the relationship between ethnicity and consumption is argued to be affected by the situational contexts in which choices are made Situational effects are proposed to operate through changes in the level of felt ethnicity and in the relationship between felt ethnicity and behavior. An empirical study demonstrates these effects by showing the impact of two situational dimensions-social surroundings and antecedent conditions-on ethnic food choices.","December 1, 1989","2013-08-09 20:19:52","2013-08-09 20:19:52","2013-08-09 20:19:52","361-371","","3","16","","Journal of Consumer Research","","","","","","","","","Copyright © 1989 Journal of Consumer Research, Inc.","","","","JSTOR","","ArticleType: research-article / Full publication date: Dec., 1989 / Copyright © 1989 Journal of Consumer Research, Inc.","","","http://www.jstor.org.libproxy.unm.edu/stable/pdfplus/2489517.pdf?acceptTC=true","consumption; digital link; not read; physical; theory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2T5Z6B75","bookSection","1998","Gutiérrez Lloret, Sonia","Eastern Spain in the sixth century in the light of archaeology","The Sixth century: Production, distribution and demand","","","","","","1998","2011-05-01 23:04:36","2011-05-01 23:04:36","","161-184","","","","","","","","","","","Brill","Leiden","","","","","","","","","","","","paleoandalusian","","Hodges, Richard; Bowden, William","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2T63QWZE","journalArticle","1938","Hibben, Frank C.","The Gallina Phase","American Antiquity","","0002-7316","10.2307/275984","http://www.jstor.org/stable/275984","","October 1, 1938","2014-09-18 19:04:42","2014-09-18 19:04:42","2014-09-18 19:04:42","131-136","","2","4","","American Antiquity","","","","","","","","","Copyright © 1938 Society for American Archaeology","","","","JSTOR","","","","","http://www.jstor.org/stable/pdfplus/275984.pdf?acceptTC=true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2TD66V9C","journalArticle","2008","Boldurian, Anthony T.","Clovis Type-Site, Blackwater Draw, New Mexico: A History, 1929-2009","North American Archaeologist","","0197-6931","10.2190/NA.29.1.d","","","2008","2015-10-16 16:46:20","2015-10-16 16:46:20","","65-89","","1","29","","N. Am. Archaeol.","Clovis Type-Site, Blackwater Draw, New Mexico","","","","","","","English","","","","","Web of Science","","WOS:000261421300004","","","","","lithic technology; locality no 1; manufacture; view; worked mammoth tusk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2TFEQ46F","journalArticle","1995","Rocek, Thomas R.","Sedentarization and Agricultural Dependence: Perspectives from the Pithouse-to-Pueblo Transition in the American Southwest","American Antiquity","","","","","","1995","2011-05-01 23:04:36","2011-05-01 23:04:36","","218-239","","2","60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2TFZ49U4","journalArticle","1987","Herbich, Ingrid","Learning patterns, potter interaction and ceramic style among the Luo of Kenya","The African Archaeological Review","","","","","","1987","2011-05-01 23:04:36","2011-05-01 23:04:36","","193-204","","","5","","","","","","","","","","","","","","","","","","","","","ceramic theory crown S08; communities of practice; technological style","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2TN3CFZM","book","1979","Cordell, Linda S.","A Cultural Resources Overview of the Middle Rio Grande Valley, New Mexico","","","","","","","1979","2015-07-07 23:04:06","2015-09-11 17:14:34","","","","","","","","","","","","","USDA Forest Service, Southwestern Region","Albuquerque, NM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2TTJSE5Q","journalArticle","1991","Hunwick, John O.","The Rights of Dhimmīs to Maintain a Place of Worship: 15th C. fatwā from Tlemcen","Al-Qantara","","","","","","1991","2011-05-01 23:04:36","2011-05-01 23:04:36","","133-155","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2TZDZBVV","journalArticle","1984","Wiessner, Polly","Reconsidering the Behavioral Basis for Style; a Case Study Among the Kalahari San","Journal of Anthropological Archaeology","","","","","","1984","2011-05-01 23:04:36","2011-05-01 23:04:36","","190-234","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2UKPS6E5","blogPost","","Wardley, Simon","Bits or pieces?: The Journey so far ...","","","","","http://blog.gardeviance.org/2013/02/the-journey-so-far.html","","","2015-03-11 00:33:08","2015-03-11 00:33:08","2015-03-11 00:33:08","","","","","","","Bits or pieces?","","","","","","","","","","","","","","","","/home/kris/.mozilla/firefox/72w7lie7.OCA-zotero/zotero/storage/RXDPGZV7/the-journey-so-far.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2UZQ8E8H","journalArticle","1986","Merryman, John","Two Ways of Thinking About Cultural Property","The American Journal of International Law","","","","","","1986","2011-05-01 23:04:36","2011-05-01 23:04:36","","831-853","","4","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2VQZCGRD","book","1995","Halsall, Guy","Early Medieval Cemeteries: An introduction to burial archaeology in the Post-Roman West","","","","","","","1995","2011-05-01 23:04:36","2011-05-01 23:04:36","","","","","","","","","New Light on the Dark Ages","","","","Cruithne Press","Glasgow","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2WBBIQQN","book","1989","Sebastian, Lynne; Larralde, Signa L","Living on the land: 11,000 years of human adaptation in southeastern New Mexico : an overview of cultural resources in the Roswell District, Bureau of Land Management","","","","","","","1989","2014-09-17 15:47:24","2015-08-28 23:13:35","","","","","","","","Living on the land","","","","","Office of Contract Archeology. Prepared for the Bureau of Land Management, Roswell District, OCA Report No. 185-379. Copies available at the Office of Contract Archeology","Albuquerque, NM","English","","","","","Open WorldCat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2WDTBARX","journalArticle","1983","Cashdan, Elizabeth","Territoriality Among Human Foragers: Ecological Models and an Application to Four Bushman Groups (and Comments and Reply)","Current Anthropology","","","","","","1983","2011-05-01 23:04:36","2011-05-01 23:04:36","","47-66","","1","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2XXBG7ZC","journalArticle","2000","Kaplan, H. and Hill","A theory of human life history evolution: diet, intelligence and longevity.","Evolutionary Anthropology","","","","","","2000","2011-05-01 23:04:36","2011-05-01 23:04:36","","156-185","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2Z6A5NRE","book","2003","Purcell, David E.; Greenwald, David H.","An Archaeological Sample Survey in White Sands National Monument, New Mexico, Otero and Dona Ana Counties","","","","","","","2003","2015-08-10 19:36:24","2015-08-10 19:38:26","","","","","","","","","","","","","Four Corners Research, report no. 02-40. Copies available at ARMS, Santa Fe.","Tularosa, NM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2ZIBFDNC","bookSection","2012","Liebmann, Matthew","The Rest is History","Decolonizing Indigenous Histories: Exploring Prehistoric/Colonial Transitions in Archaeology","","","","","","2012","2015-10-14 22:27:32","2015-10-14 22:34:49","","19-44","","","","","","","","","","","University of Arizona Press","Tucson, AZ","","","","","","","","","","","","","","Oland, Maxine; Hart, Siobhan M.; Frink, Liam","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
